Source	Destination	Protocol	Length	Time to live	Header Checksum	Header Length	Source Port	Destination Port	Legitimate
692942454	3232266939	6	1423	54	33678	20	80	49368	0
692942454	3232266939	6	1423	54	33677	20	80	49368	0
3232266939	692942454	6	60	128	61648	20	49368	80	0
3232266939	692942454	6	60	128	61647	20	49368	80	0
3232266939	692942454	6	60	128	61646	20	49368	80	0
3232266939	692942454	6	60	128	61645	20	49368	80	0
3232266939	692942454	6	60	128	61644	20	49368	80	0
3232266939	692942454	6	60	128	61643	20	49368	80	0
3232266939	692942454	6	60	128	61642	20	49368	80	0
692942454	3232266939	6	1423	54	33676	20	80	49368	0
3232266939	692942454	6	60	128	61641	20	49368	80	0
692942454	3232266939	6	1423	54	33675	20	80	49368	0
3232266939	692942454	6	60	128	61640	20	49368	80	0
692942454	3232266939	6	1423	54	33674	20	80	49368	0
692942454	3232266939	6	1423	54	33673	20	80	49368	0
3232266939	692942454	6	60	128	61639	20	49368	80	0
3232266939	692942454	6	60	128	61638	20	49368	80	0
692942454	3232266939	6	1423	54	33672	20	80	49368	0
3232266939	692942454	6	60	128	61637	20	49368	80	0
692942454	3232266939	6	1423	54	33671	20	80	49368	0
3232266939	692942454	6	60	128	61636	20	49368	80	0
692942454	3232266939	6	1423	54	33670	20	80	49368	0
692942454	3232266939	6	1423	54	33669	20	80	49368	0
3232266939	692942454	6	60	128	61635	20	49368	80	0
3232266939	692942454	6	60	128	61634	20	49368	80	0
692942454	3232266939	6	1423	54	33668	20	80	49368	0
3232266939	692942454	6	60	128	61633	20	49368	80	0
692942454	3232266939	6	1423	54	33667	20	80	49368	0
692942454	3232266939	6	1423	54	33666	20	80	49368	0
3232266939	692942454	6	60	128	61632	20	49368	80	0
3232266939	692942454	6	60	128	61631	20	49368	80	0
692942454	3232266939	6	1423	54	33665	20	80	49368	0
692942454	3232266939	6	1423	54	33664	20	80	49368	0
3232266939	692942454	6	60	128	61630	20	49368	80	0
3232266939	692942454	6	60	128	61629	20	49368	80	0
692942454	3232266939	6	1423	54	33663	20	80	49368	0
692942454	3232266939	6	1423	54	33662	20	80	49368	0
3232266939	692942454	6	60	128	61628	20	49368	80	0
692942454	3232266939	6	1423	54	33661	20	80	49368	0
692942454	3232266939	6	1423	54	33660	20	80	49368	0
3232266939	692942454	6	60	128	61627	20	49368	80	0
3232266939	692942454	6	60	128	61626	20	49368	80	0
692942454	3232266939	6	1423	54	33659	20	80	49368	0
3232266939	692942454	6	60	128	61625	20	49368	80	0
692942454	3232266939	6	1423	54	33658	20	80	49368	0
3232266939	692942454	6	60	128	61624	20	49368	80	0
692942454	3232266939	6	1423	54	33657	20	80	49368	0
3232266939	692942454	6	60	128	61623	20	49368	80	0
692942454	3232266939	6	1423	54	33656	20	80	49368	0
3232266939	692942454	6	60	128	61622	20	49368	80	0
3232266939	692942454	6	60	128	61621	20	49368	80	0
692942454	3232266939	6	1423	54	33655	20	80	49368	0
692942454	3232266939	6	1423	54	33654	20	80	49368	0
3232266939	692942454	6	60	128	61620	20	49368	80	0
692942454	3232266939	6	1423	54	33653	20	80	49368	0
692942454	3232266939	6	1423	54	33652	20	80	49368	0
3232266939	692942454	6	60	128	61619	20	49368	80	0
692942454	3232266939	6	1423	54	33651	20	80	49368	0
3232266939	692942454	6	60	128	61618	20	49368	80	0
692942454	3232266939	6	1423	54	33650	20	80	49368	0
3232266939	692942454	6	60	128	61617	20	49368	80	0
3232266939	692942454	6	60	128	61616	20	49368	80	0
3232266939	692942454	6	60	128	61615	20	49368	80	0
3232266939	692942454	6	60	128	61614	20	49368	80	0
692942454	3232266939	6	1423	54	33649	20	80	49368	0
3232266939	692942454	6	60	128	61613	20	49368	80	0
692942454	3232266939	6	1423	54	33648	20	80	49368	0
3232266939	692942454	6	60	128	61612	20	49368	80	0
692942454	3232266939	6	1423	54	33647	20	80	49368	0
3232266939	692942454	6	60	128	61611	20	49368	80	0
692942454	3232266939	6	1423	54	33646	20	80	49368	0
3232266939	692942454	6	60	128	61610	20	49368	80	0
692942454	3232266939	6	1423	54	33645	20	80	49368	0
692942454	3232266939	6	1423	54	33644	20	80	49368	0
3232266939	692942454	6	60	128	61609	20	49368	80	0
3232266939	692942454	6	60	128	61608	20	49368	80	0
692942454	3232266939	6	1423	54	33643	20	80	49368	0
3232266939	692942454	6	60	128	61607	20	49368	80	0
692942454	3232266939	6	1423	54	33642	20	80	49368	0
3232266939	692942454	6	60	128	61606	20	49368	80	0
692942454	3232266939	6	1423	54	33641	20	80	49368	0
3232266939	692942454	6	60	128	61605	20	49368	80	0
692942454	3232266939	6	1423	54	33640	20	80	49368	0
3232266939	692942454	6	60	128	61604	20	49368	80	0
692942454	3232266939	6	1423	54	33639	20	80	49368	0
692942454	3232266939	6	1423	54	33638	20	80	49368	0
3232266939	692942454	6	60	128	61603	20	49368	80	0
692942454	3232266939	6	1423	54	33637	20	80	49368	0
692942454	3232266939	6	1423	54	33636	20	80	49368	0
3232266939	692942454	6	60	128	61602	20	49368	80	0
3232266939	692942454	6	60	128	61601	20	49368	80	0
692942454	3232266939	6	1423	54	33635	20	80	49368	0
3232266939	692942454	6	60	128	61600	20	49368	80	0
692942454	3232266939	6	1423	54	33634	20	80	49368	0
692942454	3232266939	6	1423	54	33633	20	80	49368	0
692942454	3232266939	6	1423	54	33632	20	80	49368	0
692942454	3232266939	6	1423	54	33631	20	80	49368	0
692942454	3232266939	6	1423	54	33630	20	80	49368	0
692942454	3232266939	6	1423	54	33629	20	80	49368	0
692942454	3232266939	6	1423	54	33628	20	80	49368	0
692942454	3232266939	6	1423	54	33627	20	80	49368	0
692942454	3232266939	6	1423	54	33626	20	80	49368	0
692942454	3232266939	6	1423	54	33625	20	80	49368	0
692942454	3232266939	6	1423	54	33624	20	80	49368	0
692942454	3232266939	6	1423	54	33623	20	80	49368	0
692942454	3232266939	6	1423	54	33622	20	80	49368	0
692942454	3232266939	6	1423	54	33621	20	80	49368	0
3232266939	692942454	6	60	128	61599	20	49368	80	0
3232266939	692942454	6	60	128	61598	20	49368	80	0
3232266939	692942454	6	60	128	61597	20	49368	80	0
3232266939	692942454	6	60	128	61596	20	49368	80	0
3232266939	692942454	6	60	128	61595	20	49368	80	0
3232266939	692942454	6	60	128	61594	20	49368	80	0
3232266939	692942454	6	60	128	61593	20	49368	80	0
3232266939	692942454	6	60	128	61592	20	49368	80	0
3232266939	692942454	6	60	128	61591	20	49368	80	0
3232266939	692942454	6	60	128	61590	20	49368	80	0
3232266939	692942454	6	60	128	61589	20	49368	80	0
3232266939	692942454	6	60	128	61588	20	49368	80	0
3232266939	692942454	6	60	128	61587	20	49368	80	0
3232266939	692942454	6	60	128	61586	20	49368	80	0
3232266939	692942454	6	60	128	61585	20	49368	80	0
3232266939	692942454	6	60	128	61584	20	49368	80	0
692942454	3232266939	6	1423	54	33620	20	80	49368	0
3232266939	692942454	6	60	128	61583	20	49368	80	0
692942454	3232266939	6	1423	54	33619	20	80	49368	0
3232266939	692942454	6	60	128	61582	20	49368	80	0
692942454	3232266939	6	1423	54	55568	20	80	49369	0
3232266939	692942454	6	66	128	12418	20	49369	80	0
692942454	3232266939	6	1423	54	55567	20	80	49369	0
3232266939	692942454	6	66	128	12417	20	49369	80	0
692942454	3232266939	6	1423	54	55566	20	80	49369	0
692942454	3232266939	6	1423	54	55565	20	80	49369	0
3232266939	692942454	6	66	128	12416	20	49369	80	0
692942454	3232266939	6	1423	54	55564	20	80	49369	0
692942454	3232266939	6	1423	54	55563	20	80	49369	0
3232266939	692942454	6	66	128	12415	20	49369	80	0
692942454	3232266939	6	1423	54	55562	20	80	49369	0
3232266939	692942454	6	66	128	12414	20	49369	80	0
692942454	3232266939	6	1423	54	55561	20	80	49369	0
692942454	3232266939	6	1423	54	55560	20	80	49369	0
692942454	3232266939	6	1423	54	55559	20	80	49369	0
692942454	3232266939	6	1423	54	55558	20	80	49369	0
692942454	3232266939	6	1423	54	55557	20	80	49369	0
692942454	3232266939	6	1423	54	55556	20	80	49369	0
692942454	3232266939	6	1423	54	55555	20	80	49369	0
692942454	3232266939	6	1423	54	55554	20	80	49369	0
692942454	3232266939	6	1423	54	55553	20	80	49369	0
692942454	3232266939	6	1423	54	55552	20	80	49369	0
692942454	3232266939	6	1423	54	55551	20	80	49369	0
692942454	3232266939	6	1423	54	55550	20	80	49369	0
3232266939	692942454	6	66	128	12413	20	49369	80	0
3232266939	692942454	6	66	128	12412	20	49369	80	0
3232266939	692942454	6	66	128	12411	20	49369	80	0
3232266939	692942454	6	66	128	12410	20	49369	80	0
3232266939	692942454	6	66	128	12409	20	49369	80	0
3232266939	692942454	6	66	128	12408	20	49369	80	0
3232266939	692942454	6	66	128	12407	20	49369	80	0
3232266939	692942454	6	66	128	12406	20	49369	80	0
3232266939	692942454	6	66	128	12405	20	49369	80	0
3232266939	692942454	6	66	128	12404	20	49369	80	0
3232266939	692942454	6	66	128	12403	20	49369	80	0
3232266939	692942454	6	66	128	12402	20	49369	80	0
3232266939	692942454	6	66	128	12401	20	49369	80	0
3232266939	692942454	6	66	128	12400	20	49369	80	0
692942454	3232266939	6	1423	54	55549	20	80	49369	0
3232266939	692942454	6	66	128	12399	20	49369	80	0
692942454	3232266939	6	1423	54	55548	20	80	49369	0
3232266939	692942454	6	66	128	12398	20	49369	80	0
692942454	3232266939	6	1423	54	55547	20	80	49369	0
3232266939	692942454	6	66	128	12397	20	49369	80	0
692942454	3232266939	6	1423	54	55546	20	80	49369	0
692942454	3232266939	6	1423	54	55545	20	80	49369	0
3232266939	692942454	6	66	128	12396	20	49369	80	0
3232266939	692942454	6	66	128	12395	20	49369	80	0
692942454	3232266939	6	1423	54	55544	20	80	49369	0
692942454	3232266939	6	1423	54	55543	20	80	49369	0
3232266939	692942454	6	66	128	12394	20	49369	80	0
3232266939	692942454	6	66	128	12393	20	49369	80	0
692942454	3232266939	6	1423	54	55542	20	80	49369	0
692942454	3232266939	6	450	54	56514	20	80	49369	0
692942454	3232266939	6	66	54	56897	20	80	49369	0
692942454	3232266939	6	66	54	56896	20	80	49369	0
3232266939	692942454	6	66	128	12392	20	49369	80	0
3232266939	692942454	6	66	128	12391	20	49369	80	0
692942454	3232266939	6	1423	54	33616	20	80	49368	0
3232266939	692942454	6	60	128	61553	20	49368	80	0
692942454	3232266939	6	1423	54	33615	20	80	49368	0
3232266939	692942454	6	60	128	61552	20	49368	80	0
692942454	3232266939	6	1423	54	33614	20	80	49368	0
3232266939	692942454	6	60	128	61551	20	49368	80	0
692942454	3232266939	6	1423	54	33613	20	80	49368	0
3232266939	692942454	6	60	128	61550	20	49368	80	0
692942454	3232266939	6	1423	54	33612	20	80	49368	0
692942454	3232266939	6	1423	54	33611	20	80	49368	0
3232266939	692942454	6	60	128	61549	20	49368	80	0
3232266939	692942454	6	60	128	61548	20	49368	80	0
692942454	3232266939	6	1423	54	33610	20	80	49368	0
692942454	3232266939	6	1423	54	33609	20	80	49368	0
3232266939	692942454	6	60	128	61547	20	49368	80	0
3232266939	692942454	6	60	128	61546	20	49368	80	0
692942454	3232266939	6	1423	54	55538	20	80	49369	0
3232266939	692942454	6	60	128	61545	20	49369	80	0
692942454	3232266939	6	1423	54	55537	20	80	49369	0
692942454	3232266939	6	1423	54	55536	20	80	49369	0
3232266939	692942454	6	60	128	61544	20	49369	80	0
3232266939	692942454	6	60	128	61543	20	49369	80	0
692942454	3232266939	6	1423	54	55535	20	80	49369	0
692942454	3232266939	6	1423	54	55534	20	80	49369	0
3232266939	692942454	6	60	128	61542	20	49369	80	0
3232266939	692942454	6	60	128	61541	20	49369	80	0
692942454	3232266939	6	1423	54	33608	20	80	49368	0
692942454	3232266939	6	1423	54	33607	20	80	49368	0
3232266939	692942454	6	60	128	61540	20	49368	80	0
3232266939	692942454	6	60	128	61539	20	49368	80	0
692942454	3232266939	6	1423	54	33606	20	80	49368	0
692942454	3232266939	6	1423	54	33605	20	80	49368	0
3232266939	692942454	6	60	128	61538	20	49368	80	0
3232266939	692942454	6	60	128	61537	20	49368	80	0
692942454	3232266939	6	1423	54	33604	20	80	49368	0
692942454	3232266939	6	1423	54	33603	20	80	49368	0
3232266939	692942454	6	60	128	61536	20	49368	80	0
692942454	3232266939	6	1423	54	33602	20	80	49368	0
3232266939	692942454	6	60	128	61535	20	49368	80	0
692942454	3232266939	6	1423	54	33601	20	80	49368	0
3232266939	692942454	6	60	128	61534	20	49368	80	0
3232266939	692942454	6	60	128	61533	20	49368	80	0
692942454	3232266939	6	1423	54	33600	20	80	49368	0
3232266939	692942454	6	60	128	61532	20	49368	80	0
692942454	3232266939	6	1423	54	33599	20	80	49368	0
3232266939	692942454	6	60	128	61531	20	49368	80	0
3232266939	692942454	6	60	128	61530	20	49368	80	0
692942454	3232266939	6	1423	54	33598	20	80	49368	0
3232266939	692942454	6	60	128	61529	20	49368	80	0
692942454	3232266939	6	1423	54	33597	20	80	49368	0
692942454	3232266939	6	1423	54	33596	20	80	49368	0
3232266939	692942454	6	60	128	61528	20	49368	80	0
692942454	3232266939	6	1423	54	33595	20	80	49368	0
3232266939	692942454	6	60	128	61527	20	49368	80	0
692942454	3232266939	6	1423	54	33594	20	80	49368	0
692942454	3232266939	6	1423	54	33593	20	80	49368	0
3232266939	692942454	6	60	128	61526	20	49368	80	0
3232266939	692942454	6	60	128	61525	20	49368	80	0
692942454	3232266939	6	1423	54	33592	20	80	49368	0
692942454	3232266939	6	1423	54	33591	20	80	49368	0
692942454	3232266939	6	1423	54	33590	20	80	49368	0
692942454	3232266939	6	1423	54	33589	20	80	49368	0
3232266939	692942454	6	60	128	61524	20	49368	80	0
3232266939	692942454	6	60	128	61523	20	49368	80	0
3232266939	692942454	6	60	128	61522	20	49368	80	0
3232266939	692942454	6	60	128	61521	20	49368	80	0
692942454	3232266939	6	1423	54	33588	20	80	49368	0
3232266939	692942454	6	60	128	61520	20	49368	80	0
3232266939	692942454	6	60	128	61519	20	49368	80	0
692942454	3232266939	6	1423	54	33587	20	80	49368	0
3232266939	692942454	6	60	128	61518	20	49368	80	0
692942454	3232266939	6	1423	54	33586	20	80	49368	0
3232266939	692942454	6	60	128	61517	20	49368	80	0
692942454	3232266939	6	1423	54	33585	20	80	49368	0
692942454	3232266939	6	1423	54	33584	20	80	49368	0
3232266939	692942454	6	60	128	61516	20	49368	80	0
3232266939	692942454	6	60	128	61515	20	49368	80	0
692942454	3232266939	6	1423	54	33583	20	80	49368	0
3232266939	692942454	6	60	128	61514	20	49368	80	0
692942454	3232266939	6	1423	54	33582	20	80	49368	0
692942454	3232266939	6	1423	54	33581	20	80	49368	0
3232266939	692942454	6	60	128	61513	20	49368	80	0
692942454	3232266939	6	1423	54	33580	20	80	49368	0
3232266939	692942454	6	60	128	61512	20	49368	80	0
692942454	3232266939	6	1423	54	33579	20	80	49368	0
3232266939	692942454	6	60	128	61511	20	49368	80	0
692942454	3232266939	6	1423	54	33578	20	80	49368	0
692942454	3232266939	6	1423	54	33577	20	80	49368	0
3232266939	692942454	6	60	128	61510	20	49368	80	0
692942454	3232266939	6	1423	54	33576	20	80	49368	0
692942454	3232266939	6	1423	54	33575	20	80	49368	0
692942454	3232266939	6	1423	54	33574	20	80	49368	0
692942454	3232266939	6	1423	54	33573	20	80	49368	0
692942454	3232266939	6	1423	54	33572	20	80	49368	0
692942454	3232266939	6	1423	54	33571	20	80	49368	0
692942454	3232266939	6	1423	54	33570	20	80	49368	0
692942454	3232266939	6	1423	54	33569	20	80	49368	0
692942454	3232266939	6	1423	54	33568	20	80	49368	0
692942454	3232266939	6	1423	54	33567	20	80	49368	0
692942454	3232266939	6	1423	54	33566	20	80	49368	0
3232266939	692942454	6	60	128	61509	20	49368	80	0
3232266939	692942454	6	60	128	61508	20	49368	80	0
692942454	3232266939	6	1423	54	33565	20	80	49368	0
3232266939	692942454	6	60	128	61507	20	49368	80	0
3232266939	692942454	6	60	128	61506	20	49368	80	0
692942454	3232266939	6	1423	54	33564	20	80	49368	0
3232266939	692942454	6	60	128	61505	20	49368	80	0
3232266939	692942454	6	60	128	61504	20	49368	80	0
3232266939	692942454	6	60	128	61503	20	49368	80	0
3232266939	692942454	6	60	128	61502	20	49368	80	0
3232266939	692942454	6	60	128	61501	20	49368	80	0
3232266939	692942454	6	60	128	61500	20	49368	80	0
3232266939	692942454	6	60	128	61499	20	49368	80	0
3232266939	692942454	6	60	128	61498	20	49368	80	0
3232266939	692942454	6	60	128	61497	20	49368	80	0
3232266939	692942454	6	60	128	61496	20	49368	80	0
3232266939	692942454	6	60	128	61495	20	49368	80	0
3232266939	692942454	6	60	128	61494	20	49368	80	0
692942454	3232266939	6	1423	54	33563	20	80	49368	0
3232266939	692942454	6	60	128	61493	20	49368	80	0
692942454	3232266939	6	1423	54	33562	20	80	49368	0
3232266939	692942454	6	60	128	61492	20	49368	80	0
692942454	3232266939	6	1423	54	33561	20	80	49368	0
3232266939	692942454	6	60	128	61491	20	49368	80	0
692942454	3232266939	6	1423	54	33560	20	80	49368	0
692942454	3232266939	6	1423	54	33559	20	80	49368	0
3232266939	692942454	6	60	128	61490	20	49368	80	0
692942454	3232266939	6	1423	54	33558	20	80	49368	0
3232266939	692942454	6	60	128	61489	20	49368	80	0
692942454	3232266939	6	1423	54	33557	20	80	49368	0
3232266939	692942454	6	60	128	61488	20	49368	80	0
692942454	3232266939	6	1423	54	33556	20	80	49368	0
3232266939	692942454	6	60	128	61487	20	49368	80	0
692942454	3232266939	6	1423	54	33555	20	80	49368	0
692942454	3232266939	6	1423	54	33554	20	80	49368	0
692942454	3232266939	6	1423	54	33553	20	80	49368	0
3232266939	692942454	6	60	128	61486	20	49368	80	0
692942454	3232266939	6	1423	54	33552	20	80	49368	0
3232266939	692942454	6	60	128	61485	20	49368	80	0
3232266939	692942454	6	60	128	61484	20	49368	80	0
3232266939	692942454	6	60	128	61483	20	49368	80	0
692942454	3232266939	6	1423	54	33551	20	80	49368	0
3232266939	692942454	6	60	128	61482	20	49368	80	0
3232266939	692942454	6	60	128	61481	20	49368	80	0
3232266939	692942454	6	60	128	61480	20	49368	80	0
692942454	3232266939	6	1423	54	33550	20	80	49368	0
3232266939	692942454	6	60	128	61479	20	49368	80	0
692942454	3232266939	6	1423	54	33549	20	80	49368	0
3232266939	692942454	6	60	128	61478	20	49368	80	0
692942454	3232266939	6	1423	54	33548	20	80	49368	0
3232266939	692942454	6	60	128	61477	20	49368	80	0
692942454	3232266939	6	1423	54	33547	20	80	49368	0
3232266939	692942454	6	60	128	61476	20	49368	80	0
692942454	3232266939	6	1423	54	33546	20	80	49368	0
692942454	3232266939	6	1423	54	33545	20	80	49368	0
3232266939	692942454	6	60	128	61475	20	49368	80	0
692942454	3232266939	6	1423	54	33544	20	80	49368	0
3232266939	692942454	6	60	128	61474	20	49368	80	0
692942454	3232266939	6	1423	54	33543	20	80	49368	0
3232266939	692942454	6	60	128	61473	20	49368	80	0
692942454	3232266939	6	1423	54	33542	20	80	49368	0
692942454	3232266939	6	1423	54	33541	20	80	49368	0
692942454	3232266939	6	1423	54	33540	20	80	49368	0
692942454	3232266939	6	1423	54	33539	20	80	49368	0
692942454	3232266939	6	1423	54	33538	20	80	49368	0
692942454	3232266939	6	1423	54	33537	20	80	49368	0
692942454	3232266939	6	1423	54	55533	20	80	49369	0
692942454	3232266939	6	1423	54	55532	20	80	49369	0
692942454	3232266939	6	1423	54	55531	20	80	49369	0
692942454	3232266939	6	1423	54	55530	20	80	49369	0
692942454	3232266939	6	1423	54	55529	20	80	49369	0
692942454	3232266939	6	1423	54	55528	20	80	49369	0
692942454	3232266939	6	1423	54	55527	20	80	49369	0
692942454	3232266939	6	1423	54	55526	20	80	49369	0
692942454	3232266939	6	1423	54	55525	20	80	49369	0
692942454	3232266939	6	1423	54	55524	20	80	49369	0
692942454	3232266939	6	1423	54	33536	20	80	49368	0
692942454	3232266939	6	1423	54	33535	20	80	49368	0
692942454	3232266939	6	1423	54	33534	20	80	49368	0
692942454	3232266939	6	1423	54	33533	20	80	49368	0
692942454	3232266939	6	1423	54	33532	20	80	49368	0
692942454	3232266939	6	1423	54	33531	20	80	49368	0
692942454	3232266939	6	1423	54	33530	20	80	49368	0
692942454	3232266939	6	1423	54	33529	20	80	49368	0
692942454	3232266939	6	1423	54	33528	20	80	49368	0
3232266939	692942454	6	60	128	61472	20	49368	80	0
3232266939	692942454	6	60	128	61471	20	49368	80	0
3232266939	692942454	6	60	128	61470	20	49368	80	0
3232266939	692942454	6	60	128	61469	20	49368	80	0
3232266939	692942454	6	60	128	61468	20	49368	80	0
3232266939	692942454	6	60	128	61467	20	49368	80	0
3232266939	692942454	6	60	128	61466	20	49368	80	0
3232266939	692942454	6	60	128	61465	20	49369	80	0
3232266939	692942454	6	60	128	61464	20	49369	80	0
