Source	Destination	Protocol	Length	Time to live	Header Checksum	Header Length	Source Port	Destination Port	Legitimate
3232266881	3232266754	17	96	128	18351	20	0	0	0
3232266754	3232266881	17	169	64	46098	20	0	0	0
3232266881	3232266754	17	95	128	18351	20	0	0	0
3232266754	3232266881	17	168	64	45828	20	0	0	0
3232266881	3232266754	17	94	128	18351	20	0	0	0
3232266754	3232266881	17	110	64	45137	20	0	0	0
3232266881	1602270659	6	66	128	11580	20	51033	80	0
3232266881	1602270659	6	66	128	11579	20	51034	80	0
1602270659	3232266881	6	66	40	599	20	80	51033	0
1602270659	3232266881	6	66	40	599	20	80	51034	0
3232266881	1602270659	6	60	128	11590	20	51033	80	0
3232266881	1602270659	6	60	128	11589	20	51034	80	0
3232266881	1602270659	6	330	128	11312	20	51033	80	0
1602270659	3232266881	6	54	40	12898	20	80	51033	0
1602270659	3232266881	6	1423	40	11528	20	80	51033	0
1602270659	3232266881	6	392	40	12558	20	80	51033	0
3232266881	1602270659	6	60	128	11587	20	51033	80	0
3232266881	1602270659	6	60	128	11586	20	51033	80	0
3232266881	1602270659	6	418	128	11221	20	51033	80	0
3232266881	1602270659	6	458	128	11180	20	51034	80	0
3232266881	1602270659	6	66	128	11571	20	51035	80	0
3232266881	1602270659	6	66	128	11570	20	51036	80	0
3232266881	1602270659	6	66	128	11569	20	51037	80	0
3232266881	1602270659	6	66	128	11568	20	51038	80	0
3232266881	1602270659	6	66	128	11567	20	51039	80	0
1602270659	3232266881	6	54	40	12895	20	80	51033	0
1602270659	3232266881	6	54	40	24459	20	80	51034	0
1602270659	3232266881	6	66	41	343	20	80	51038	0
3232266881	1602270659	6	60	128	11578	20	51038	80	0
3232266881	1602270659	6	458	128	11173	20	51038	80	0
1602270659	3232266881	6	66	40	599	20	80	51035	0
3232266881	1602270659	6	60	128	11576	20	51035	80	0
3232266881	1602270659	6	458	128	11171	20	51035	80	0
1602270659	3232266881	6	66	41	343	20	80	51036	0
3232266881	1602270659	6	60	128	11574	20	51036	80	0
3232266881	1602270659	6	458	128	11169	20	51036	80	0
1602270659	3232266881	6	66	41	343	20	80	51037	0
3232266881	1602270659	6	60	128	11572	20	51037	80	0
3232266881	1602270659	6	458	128	11167	20	51037	80	0
1602270659	3232266881	6	66	41	343	20	80	51039	0
3232266881	1602270659	6	60	128	11570	20	51039	80	0
3232266881	1602270659	6	496	128	11127	20	51039	80	0
1602270659	3232266881	6	54	41	24600	20	80	51038	0
1602270659	3232266881	6	54	40	39472	20	80	51035	0
1602270659	3232266881	6	54	41	42556	20	80	51036	0
1602270659	3232266881	6	54	41	61125	20	80	51037	0
1602270659	3232266881	6	54	41	11923	20	80	51039	0
1602270659	3232266881	6	1423	40	11525	20	80	51033	0
3232266881	1602270659	6	60	128	11568	20	51033	80	0
1602270659	3232266881	6	1423	40	11524	20	80	51033	0
1602270659	3232266881	6	1423	40	11523	20	80	51033	0
1602270659	3232266881	6	654	40	12291	20	80	51033	0
3232266881	1602270659	6	60	128	11567	20	51033	80	0
3232266881	1602270659	6	60	128	11566	20	51033	80	0
3232266881	1602270659	6	60	128	11565	20	51033	80	0
3232266881	1602270659	6	60	128	11564	20	51033	80	0
1602270659	3232266881	6	1094	40	23418	20	80	51034	0
3232266881	1602270659	6	60	128	11563	20	51034	80	0
3232266881	1602270659	6	452	128	11164	20	51034	80	0
1602270659	3232266881	6	821	40	38704	20	80	51035	0
3232266881	1602270659	6	60	128	11561	20	51035	80	0
3232266881	1602270659	6	452	128	11162	20	51035	80	0
1602270659	3232266881	6	803	41	23850	20	80	51038	0
3232266881	1602270659	6	60	128	11559	20	51038	80	0
3232266881	1602270659	6	452	128	11160	20	51038	80	0
1602270659	3232266881	6	54	40	12890	20	80	51033	0
3232266881	1602270659	6	60	128	11557	20	51033	80	0
1602270659	3232266881	6	54	40	24457	20	80	51034	0
1602270659	3232266881	6	963	41	41646	20	80	51036	0
3232266881	1602270659	6	60	128	11556	20	51036	80	0
3232266881	1602270659	6	452	128	11157	20	51036	80	0
1602270659	3232266881	6	903	41	60275	20	80	51037	0
3232266881	1602270659	6	60	128	11554	20	51037	80	0
1602270659	3232266881	6	54	40	39470	20	80	51035	0
1602270659	3232266881	6	1423	41	10553	20	80	51039	0
1602270659	3232266881	6	803	41	11172	20	80	51039	0
3232266881	1602270659	6	60	128	11553	20	51039	80	0
3232266881	1602270659	6	60	128	11552	20	51039	80	0
1602270659	3232266881	6	54	41	24598	20	80	51038	0
1602270659	3232266881	6	54	41	42554	20	80	51036	0
1602270659	3232266881	6	509	40	24001	20	80	51034	0
3232266881	1602270659	6	60	128	11551	20	51034	80	0
1602270659	3232266881	6	511	40	39012	20	80	51035	0
3232266881	1602270659	6	60	128	11550	20	51035	80	0
1602270659	3232266881	6	508	41	24143	20	80	51038	0
3232266881	1602270659	6	60	128	11549	20	51038	80	0
1602270659	3232266881	6	506	41	42101	20	80	51036	0
3232266881	1602270659	6	60	128	11548	20	51036	80	0
3232266881	1602270659	6	322	128	11279	20	51036	80	0
1602270659	3232266881	6	54	41	42552	20	80	51036	0
1602270659	3232266881	6	590	41	42015	20	80	51036	0
3232266881	1602270659	6	60	128	11546	20	51036	80	0
3232266881	1602270659	6	545	128	11054	20	51036	80	0
1602270659	3232266881	6	54	41	42550	20	80	51036	0
1602270659	3232266881	6	1423	41	41180	20	80	51036	0
1602270659	3232266881	6	1423	41	41179	20	80	51036	0
1602270659	3232266881	6	1423	41	41178	20	80	51036	0
3232266881	1602270659	6	60	128	11544	20	51036	80	0
1602270659	3232266881	6	1423	41	41177	20	80	51036	0
1602270659	3232266881	6	163	41	42436	20	80	51036	0
3232266881	1602270659	6	60	128	11543	20	51036	80	0
3232266881	1602270659	6	60	128	11542	20	51036	80	0
3232266881	1602270659	6	60	128	11541	20	51036	80	0
3232266881	1602270659	6	60	128	11540	20	51036	80	0
3232266881	1602270659	6	458	128	11135	20	51036	80	0
3232266881	1602270659	6	457	128	11135	20	51038	80	0
3232266881	1602270659	6	460	128	11131	20	51035	80	0
1602270659	3232266881	6	54	41	24596	20	80	51038	0
1602270659	3232266881	6	54	41	42544	20	80	51036	0
1602270659	3232266881	6	54	40	39468	20	80	51035	0
1602270659	3232266881	6	396	41	42201	20	80	51036	0
3232266881	1602270659	6	60	128	11536	20	51036	80	0
1602270659	3232266881	6	1423	41	23226	20	80	51038	0
1602270659	3232266881	6	1423	41	23225	20	80	51038	0
1602270659	3232266881	6	1417	41	23230	20	80	51038	0
3232266881	1602270659	6	60	128	11535	20	51038	80	0
3232266881	1602270659	6	60	128	11534	20	51038	80	0
3232266881	1602270659	6	60	128	11533	20	51038	80	0
1602270659	3232266881	6	1423	41	23223	20	80	51038	0
1602270659	3232266881	6	323	41	24322	20	80	51038	0
3232266881	1602270659	6	60	128	11532	20	51038	80	0
3232266881	1602270659	6	60	128	11531	20	51038	80	0
1602270659	3232266881	6	996	40	38525	20	80	51035	0
3232266881	1602270659	6	60	128	11530	20	51035	80	0
3232266881	1602270659	6	464	128	11119	20	51035	80	0
1602270659	3232266881	6	54	40	39466	20	80	51035	0
1602270659	3232266881	6	1001	40	38518	20	80	51035	0
3232266881	1602270659	6	60	128	11528	20	51035	80	0
1602270659	3232266881	6	54	41	61123	20	80	51037	0
3232266881	1602270659	6	60	128	11527	20	51037	80	0
1602270659	3232266881	6	54	41	11920	20	80	51039	0
3232266881	1602270659	6	60	128	11526	20	51039	80	0
1602270659	3232266881	6	54	40	24455	20	80	51034	0
3232266881	1602270659	6	60	128	11525	20	51034	80	0
1602270659	3232266881	6	54	41	42542	20	80	51036	0
3232266881	1602270659	6	60	128	11524	20	51036	80	0
1602270659	3232266881	6	54	41	24590	20	80	51038	0
3232266881	1602270659	6	60	128	11523	20	51038	80	0
3232266881	1602270659	6	60	128	11522	20	51038	80	0
3232266881	1602270659	6	60	128	11521	20	51036	80	0
3232266881	1602270659	6	60	128	11520	20	51034	80	0
3232266881	1602270659	6	60	128	11519	20	51039	80	0
3232266881	1602270659	6	60	128	11518	20	51037	80	0
3232266881	1602270659	6	60	128	11517	20	51036	80	0
3232266881	1602270659	6	60	128	11516	20	51038	80	0
3232266881	1602270659	6	60	128	11515	20	51034	80	0
3232266881	1602270659	6	60	128	11514	20	51037	80	0
1602270659	3232266881	6	54	41	38398	20	80	51036	0
3232266881	1602270659	6	60	128	11513	20	51039	80	0
1602270659	3232266881	6	54	41	38397	20	80	51038	0
1602270659	3232266881	6	54	40	38652	20	80	51034	0
1602270659	3232266881	6	54	41	38395	20	80	51037	0
1602270659	3232266881	6	54	41	38394	20	80	51039	0
1602270659	3232266881	6	54	40	39464	20	80	51035	0
3232266881	1602270659	6	60	128	11512	20	51035	80	0
3232266990	3232266754	17	100	128	39623	20	0	0	0
3232266754	3232266990	17	116	54	15793	20	0	0	0
3232266990	3515206604	6	66	128	63553	20	52236	80	0
3232266990	3515206604	6	66	128	63552	20	52237	80	0
3515206604	3232266990	6	66	50	28635	20	80	52236	0
3515206604	3232266990	6	66	51	28379	20	80	52237	0
3232266990	3515206604	6	60	128	63515	20	52236	80	0
3232266990	3515206604	6	60	128	63514	20	52237	80	0
3232266990	3515206604	6	426	128	63140	20	52236	80	0
3515206604	3232266990	6	54	50	6310	20	80	52236	0
3515206604	3232266990	6	1423	50	4940	20	80	52236	0
3515206604	3232266990	6	1423	50	4939	20	80	52236	0
3515206604	3232266990	6	1423	50	4938	20	80	52236	0
3515206604	3232266990	6	1423	50	4937	20	80	52236	0
3515206604	3232266990	6	1423	50	4936	20	80	52236	0
3515206604	3232266990	6	1423	50	4935	20	80	52236	0
3515206604	3232266990	6	1423	50	4934	20	80	52236	0
3515206604	3232266990	6	1423	50	4933	20	80	52236	0
3515206604	3232266990	6	1423	50	4932	20	80	52236	0
3232266990	3515206604	6	60	128	63377	20	52236	80	0
3515206604	3232266990	6	1423	50	4931	20	80	52236	0
3232266990	3515206604	6	60	128	63376	20	52236	80	0
3232266990	3515206604	6	60	128	63371	20	52236	80	0
3515206604	3232266990	6	1423	50	4930	20	80	52236	0
3515206604	3232266990	6	1423	50	4929	20	80	52236	0
3515206604	3232266990	6	1423	50	4928	20	80	52236	0
3515206604	3232266990	6	1423	50	4927	20	80	52236	0
3515206604	3232266990	6	1423	50	4926	20	80	52236	0
3232266990	3515206604	6	60	128	63346	20	52236	80	0
3515206604	3232266990	6	1423	50	4925	20	80	52236	0
3515206604	3232266990	6	1423	50	4924	20	80	52236	0
3515206604	3232266990	6	1423	50	4923	20	80	52236	0
3515206604	3232266990	6	1423	50	4922	20	80	52236	0
3515206604	3232266990	6	1423	50	4921	20	80	52236	0
3232266990	3515206604	6	60	128	63345	20	52236	80	0
3232266990	3515206604	6	60	128	63343	20	52236	80	0
3515206604	3232266990	6	1423	50	4920	20	80	52236	0
3232266990	3515206604	6	60	128	63339	20	52236	80	0
3515206604	3232266990	6	1423	50	4919	20	80	52236	0
3232266990	3515206604	6	60	128	63338	20	52236	80	0
3515206604	3232266990	6	1423	50	4918	20	80	52236	0
3515206604	3232266990	6	1423	50	4917	20	80	52236	0
3515206604	3232266990	6	1423	50	4916	20	80	52236	0
3515206604	3232266990	6	1423	50	4915	20	80	52236	0
3515206604	3232266990	6	1423	50	4914	20	80	52236	0
3515206604	3232266990	6	1423	50	4913	20	80	52236	0
3515206604	3232266990	6	1423	50	4912	20	80	52236	0
3515206604	3232266990	6	1423	50	4911	20	80	52236	0
3515206604	3232266990	6	1423	50	4910	20	80	52236	0
3515206604	3232266990	6	1423	50	4909	20	80	52236	0
3515206604	3232266990	6	1423	50	4908	20	80	52236	0
3232266990	3515206604	6	60	128	63312	20	52236	80	0
3232266990	3515206604	6	60	128	63310	20	52236	80	0
3515206604	3232266990	6	1423	50	4907	20	80	52236	0
3515206604	3232266990	6	1423	50	4906	20	80	52236	0
3515206604	3232266990	6	1423	50	4905	20	80	52236	0
3232266990	3515206604	6	60	128	63308	20	52236	80	0
3232266990	3515206604	6	60	128	63306	20	52236	80	0
3515206604	3232266990	6	1423	50	4904	20	80	52236	0
3515206604	3232266990	6	1423	50	4903	20	80	52236	0
3232266990	3515206604	6	60	128	63294	20	52236	80	0
3515206604	3232266990	6	1423	50	4902	20	80	52236	0
3515206604	3232266990	6	1423	50	4901	20	80	52236	0
3515206604	3232266990	6	1423	50	4900	20	80	52236	0
3515206604	3232266990	6	1423	50	4899	20	80	52236	0
3515206604	3232266990	6	1423	50	4898	20	80	52236	0
3515206604	3232266990	6	1423	50	4897	20	80	52236	0
3515206604	3232266990	6	1423	50	4896	20	80	52236	0
3515206604	3232266990	6	1423	50	4895	20	80	52236	0
3515206604	3232266990	6	1423	50	4894	20	80	52236	0
3232266990	3515206604	6	60	128	63264	20	52236	80	0
3232266990	3515206604	6	60	128	63263	20	52236	80	0
3515206604	3232266990	6	1423	50	4893	20	80	52236	0
3515206604	3232266990	6	1423	50	4892	20	80	52236	0
3515206604	3232266990	6	1423	50	4891	20	80	52236	0
3515206604	3232266990	6	1423	50	4890	20	80	52236	0
3515206604	3232266990	6	1423	50	4889	20	80	52236	0
3515206604	3232266990	6	1423	50	4888	20	80	52236	0
3515206604	3232266990	6	1423	50	4887	20	80	52236	0
3232266990	3515206604	6	60	128	63260	20	52236	80	0
3515206604	3232266990	6	1423	50	4886	20	80	52236	0
3232266990	3515206604	6	60	128	63258	20	52236	80	0
3232266990	3515206604	6	60	128	63256	20	52236	80	0
3515206604	3232266990	6	1423	50	4885	20	80	52236	0
3515206604	3232266990	6	1423	50	4884	20	80	52236	0
3232266990	3515206604	6	60	128	63253	20	52236	80	0
3515206604	3232266990	6	1423	50	4883	20	80	52236	0
3232266990	3515206604	6	60	128	63210	20	52236	80	0
3515206604	3232266990	6	1423	50	4882	20	80	52236	0
3515206604	3232266990	6	1423	50	4881	20	80	52236	0
3515206604	3232266990	6	1423	50	4880	20	80	52236	0
3515206604	3232266990	6	1423	50	4879	20	80	52236	0
3515206604	3232266990	6	1423	50	4878	20	80	52236	0
3515206604	3232266990	6	1423	50	4877	20	80	52236	0
3232266990	3515206604	6	60	128	63209	20	52236	80	0
3515206604	3232266990	6	1423	50	4876	20	80	52236	0
3515206604	3232266990	6	1423	50	4875	20	80	52236	0
3515206604	3232266990	6	425	50	5872	20	80	52236	0
3232266990	3515206604	6	60	128	63207	20	52236	80	0
3232266990	3515206604	6	625	128	62502	20	52236	80	0
3232266990	3515206604	6	550	128	62576	20	52237	80	0
3232266990	3515206604	6	242	128	62883	20	52236	80	0
3515206604	3232266990	6	54	50	6242	20	80	52236	0
3515206604	3232266990	6	54	51	5259	20	80	52237	0
3515206604	3232266990	6	54	50	6241	20	80	52236	0
3515206604	3232266990	6	220	51	5092	20	80	52237	0
3232266990	3515206604	6	60	128	63070	20	52237	80	0
3515206604	3232266990	6	1423	50	4871	20	80	52236	0
3515206604	3232266990	6	1217	50	5076	20	80	52236	0
3232266990	3515206604	6	60	128	63069	20	52236	80	0
3232266990	3515206604	6	60	128	63068	20	52236	80	0
3232266990	3515206604	6	579	128	62542	20	52237	80	0
3515206604	3232266990	6	54	51	5257	20	80	52237	0
3515206604	3232266990	6	1423	51	3887	20	80	52237	0
3232266990	3515206604	6	60	128	63064	20	52237	80	0
3515206604	3232266990	6	1423	51	3886	20	80	52237	0
3515206604	3232266990	6	1423	51	3885	20	80	52237	0
3232266990	3515206604	6	60	128	63063	20	52237	80	0
3515206604	3232266990	6	1423	51	3884	20	80	52237	0
3515206604	3232266990	6	1423	51	3883	20	80	52237	0
3232266990	3515206604	6	60	128	63062	20	52237	80	0
3515206604	3232266990	6	1423	51	3882	20	80	52237	0
3515206604	3232266990	6	1423	51	3881	20	80	52237	0
3232266990	3515206604	6	60	128	63061	20	52237	80	0
3515206604	3232266990	6	1423	51	3880	20	80	52237	0
3515206604	3232266990	6	1423	51	3879	20	80	52237	0
3515206604	3232266990	6	1423	51	3878	20	80	52237	0
3232266990	3515206604	6	60	128	63060	20	52237	80	0
3232266990	3515206604	6	60	128	63059	20	52237	80	0
3515206604	3232266990	6	1423	51	3877	20	80	52237	0
3232266990	3515206604	6	60	128	63058	20	52237	80	0
3515206604	3232266990	6	1423	51	3876	20	80	52237	0
3232266990	3515206604	6	60	128	63057	20	52237	80	0
3515206604	3232266990	6	1423	51	3875	20	80	52237	0
3515206604	3232266990	6	1423	51	3874	20	80	52237	0
3232266990	3515206604	6	60	128	63056	20	52237	80	0
3515206604	3232266990	6	1423	51	3873	20	80	52237	0
3515206604	3232266990	6	1423	51	3872	20	80	52237	0
3515206604	3232266990	6	1423	51	3871	20	80	52237	0
3232266990	3515206604	6	60	128	63055	20	52237	80	0
3515206604	3232266990	6	1423	51	3870	20	80	52237	0
3515206604	3232266990	6	1423	51	3869	20	80	52237	0
3515206604	3232266990	6	1423	51	3868	20	80	52237	0
3232266990	3515206604	6	60	128	63054	20	52237	80	0
3232266990	3515206604	6	60	128	63053	20	52237	80	0
3515206604	3232266990	6	1423	51	3867	20	80	52237	0
3515206604	3232266990	6	1423	51	3866	20	80	52237	0
3515206604	3232266990	6	1423	51	3865	20	80	52237	0
3232266990	3515206604	6	60	128	63052	20	52237	80	0
3515206604	3232266990	6	1423	51	3864	20	80	52237	0
3515206604	3232266990	6	1423	51	3863	20	80	52237	0
3515206604	3232266990	6	1423	51	3862	20	80	52237	0
3232266990	3515206604	6	60	128	63051	20	52237	80	0
3515206604	3232266990	6	1423	51	3861	20	80	52237	0
3232266990	3515206604	6	60	128	63050	20	52237	80	0
3515206604	3232266990	6	1423	51	3860	20	80	52237	0
3232266990	3515206604	6	60	128	63049	20	52237	80	0
3515206604	3232266990	6	1423	51	3859	20	80	52237	0
3232266990	3515206604	6	60	128	63048	20	52237	80	0
3515206604	3232266990	6	1423	51	3858	20	80	52237	0
3232266990	3515206604	6	60	128	63047	20	52237	80	0
3515206604	3232266990	6	1423	51	3857	20	80	52237	0
3515206604	3232266990	6	1423	51	3856	20	80	52237	0
3232266990	3515206604	6	60	128	63046	20	52237	80	0
3515206604	3232266990	6	1423	51	3855	20	80	52237	0
3515206604	3232266990	6	1423	51	3854	20	80	52237	0
3515206604	3232266990	6	1423	51	3853	20	80	52237	0
3515206604	3232266990	6	1423	51	3852	20	80	52237	0
3515206604	3232266990	6	1423	51	3851	20	80	52237	0
3232266990	3515206604	6	60	128	63045	20	52237	80	0
3515206604	3232266990	6	1423	51	3850	20	80	52237	0
3515206604	3232266990	6	1423	51	3849	20	80	52237	0
3515206604	3232266990	6	1423	51	3848	20	80	52237	0
3232266990	3515206604	6	60	128	63044	20	52237	80	0
3515206604	3232266990	6	1423	51	3847	20	80	52237	0
3515206604	3232266990	6	1423	51	3846	20	80	52237	0
3515206604	3232266990	6	1423	51	3845	20	80	52237	0
3515206604	3232266990	6	1423	51	3844	20	80	52237	0
3232266990	3515206604	6	60	128	63043	20	52237	80	0
3515206604	3232266990	6	1423	51	3843	20	80	52237	0
3515206604	3232266990	6	1423	51	3842	20	80	52237	0
3515206604	3232266990	6	1423	51	3841	20	80	52237	0
3232266990	3515206604	6	60	128	63042	20	52237	80	0
3515206604	3232266990	6	1423	51	3840	20	80	52237	0
3232266990	3515206604	6	60	128	63041	20	52237	80	0
3515206604	3232266990	6	1423	51	3839	20	80	52237	0
3232266990	3515206604	6	60	128	63040	20	52237	80	0
3515206604	3232266990	6	1423	51	3838	20	80	52237	0
3515206604	3232266990	6	771	51	4489	20	80	52237	0
3232266990	3515206604	6	60	128	63039	20	52237	80	0
3232266990	3515206604	6	60	128	63038	20	52237	80	0
3232266990	3515206604	6	66	128	63025	20	52252	80	0
3515206604	3232266990	6	66	50	28635	20	80	52252	0
3232266990	3515206604	6	60	128	63036	20	52252	80	0
3232266990	3515206604	6	295	128	62794	20	52252	80	0
3515206604	3232266990	6	54	50	49382	20	80	52252	0
3515206604	3232266990	6	1423	50	48012	20	80	52252	0
3515206604	3232266990	6	1423	50	48011	20	80	52252	0
3232266990	3515206604	6	60	128	63032	20	52252	80	0
3515206604	3232266990	6	1423	50	48010	20	80	52252	0
3515206604	3232266990	6	1423	50	48009	20	80	52252	0
3232266990	3515206604	6	60	128	63031	20	52252	80	0
3515206604	3232266990	6	1423	50	48008	20	80	52252	0
3515206604	3232266990	6	1423	50	48007	20	80	52252	0
3515206604	3232266990	6	1423	50	48006	20	80	52252	0
3515206604	3232266990	6	1423	50	48005	20	80	52252	0
3232266990	3515206604	6	60	128	63030	20	52252	80	0
3515206604	3232266990	6	1423	50	48004	20	80	52252	0
3515206604	3232266990	6	1423	50	48003	20	80	52252	0
3232266990	3515206604	6	60	128	63029	20	52252	80	0
3515206604	3232266990	6	1423	50	48002	20	80	52252	0
3515206604	3232266990	6	1423	50	48001	20	80	52252	0
3232266990	3515206604	6	60	128	63028	20	52252	80	0
3515206604	3232266990	6	1423	50	48000	20	80	52252	0
3515206604	3232266990	6	1423	50	47999	20	80	52252	0
3232266990	3515206604	6	60	128	63027	20	52252	80	0
3515206604	3232266990	6	1423	50	47998	20	80	52252	0
3515206604	3232266990	6	1423	50	47997	20	80	52252	0
3515206604	3232266990	6	1423	50	47996	20	80	52252	0
3515206604	3232266990	6	1423	50	47995	20	80	52252	0
3232266990	3515206604	6	60	128	63026	20	52252	80	0
3515206604	3232266990	6	1423	50	47994	20	80	52252	0
3232266990	3515206604	6	60	128	63025	20	52252	80	0
3515206604	3232266990	6	1423	50	47993	20	80	52252	0
3515206604	3232266990	6	1423	50	47992	20	80	52252	0
3232266990	3515206604	6	60	128	63024	20	52252	80	0
3515206604	3232266990	6	1423	50	47991	20	80	52252	0
3515206604	3232266990	6	1423	50	47990	20	80	52252	0
3232266990	3515206604	6	60	128	63023	20	52252	80	0
3515206604	3232266990	6	1423	50	47989	20	80	52252	0
3515206604	3232266990	6	1423	50	47988	20	80	52252	0
3232266990	3515206604	6	60	128	63022	20	52252	80	0
3515206604	3232266990	6	1423	50	47987	20	80	52252	0
3515206604	3232266990	6	1423	50	47986	20	80	52252	0
3232266990	3515206604	6	60	128	63021	20	52252	80	0
3515206604	3232266990	6	1423	50	47985	20	80	52252	0
3515206604	3232266990	6	1423	50	47984	20	80	52252	0
3515206604	3232266990	6	1423	50	47983	20	80	52252	0
3232266990	3515206604	6	60	128	63020	20	52252	80	0
3515206604	3232266990	6	1423	50	47982	20	80	52252	0
3515206604	3232266990	6	1423	50	47981	20	80	52252	0
3515206604	3232266990	6	1423	50	47980	20	80	52252	0
3232266990	3515206604	6	60	128	63019	20	52252	80	0
3515206604	3232266990	6	1423	50	47979	20	80	52252	0
3515206604	3232266990	6	1423	50	47978	20	80	52252	0
3232266990	3515206604	6	60	128	63018	20	52252	80	0
3515206604	3232266990	6	1423	50	47977	20	80	52252	0
3515206604	3232266990	6	1423	50	47976	20	80	52252	0
3232266990	3515206604	6	60	128	63017	20	52252	80	0
3515206604	3232266990	6	1423	50	47975	20	80	52252	0
3515206604	3232266990	6	1423	50	47974	20	80	52252	0
3232266990	3515206604	6	60	128	63016	20	52252	80	0
3515206604	3232266990	6	1423	50	47973	20	80	52252	0
3515206604	3232266990	6	1423	50	47972	20	80	52252	0
3515206604	3232266990	6	1423	50	47971	20	80	52252	0
3232266990	3515206604	6	60	128	63015	20	52252	80	0
3515206604	3232266990	6	1423	50	47970	20	80	52252	0
3515206604	3232266990	6	1423	50	47969	20	80	52252	0
3232266990	3515206604	6	60	128	63014	20	52252	80	0
3515206604	3232266990	6	1423	50	47968	20	80	52252	0
3515206604	3232266990	6	1423	50	47967	20	80	52252	0
3515206604	3232266990	6	1423	50	47966	20	80	52252	0
3515206604	3232266990	6	1423	50	47965	20	80	52252	0
3515206604	3232266990	6	1423	50	47964	20	80	52252	0
3515206604	3232266990	6	1423	50	47963	20	80	52252	0
3515206604	3232266990	6	1423	50	47962	20	80	52252	0
3232266990	3515206604	6	60	128	63013	20	52252	80	0
3515206604	3232266990	6	1423	50	47961	20	80	52252	0
3515206604	3232266990	6	1423	50	47960	20	80	52252	0
3232266990	3515206604	6	60	128	63012	20	52252	80	0
3515206604	3232266990	6	1423	50	47959	20	80	52252	0
3515206604	3232266990	6	1423	50	47958	20	80	52252	0
3232266990	3515206604	6	60	128	63011	20	52252	80	0
3515206604	3232266990	6	1423	50	47957	20	80	52252	0
3515206604	3232266990	6	1423	50	47956	20	80	52252	0
3515206604	3232266990	6	1423	50	47955	20	80	52252	0
3515206604	3232266990	6	1423	50	47954	20	80	52252	0
3232266990	3515206604	6	60	128	63010	20	52252	80	0
3515206604	3232266990	6	1423	50	47953	20	80	52252	0
3515206604	3232266990	6	1423	50	47952	20	80	52252	0
3515206604	3232266990	6	1423	50	47951	20	80	52252	0
3515206604	3232266990	6	1423	50	47950	20	80	52252	0
3515206604	3232266990	6	1423	50	47949	20	80	52252	0
3232266990	3515206604	6	60	128	63009	20	52252	80	0
3515206604	3232266990	6	1423	50	47948	20	80	52252	0
3515206604	3232266990	6	1423	50	47947	20	80	52252	0
3515206604	3232266990	6	1423	50	47946	20	80	52252	0
3232266990	3515206604	6	60	128	63008	20	52252	80	0
3515206604	3232266990	6	1423	50	47945	20	80	52252	0
3515206604	3232266990	6	1423	50	47944	20	80	52252	0
3232266990	3515206604	6	60	128	63007	20	52252	80	0
3515206604	3232266990	6	1423	50	47943	20	80	52252	0
3515206604	3232266990	6	1423	50	47942	20	80	52252	0
3515206604	3232266990	6	1423	50	47941	20	80	52252	0
3232266990	3515206604	6	60	128	63006	20	52252	80	0
3515206604	3232266990	6	1423	50	47940	20	80	52252	0
3515206604	3232266990	6	1423	50	47939	20	80	52252	0
3232266990	3515206604	6	60	128	63005	20	52252	80	0
3515206604	3232266990	6	1423	50	47938	20	80	52252	0
3515206604	3232266990	6	1423	50	47937	20	80	52252	0
3515206604	3232266990	6	1423	50	47936	20	80	52252	0
3515206604	3232266990	6	1423	50	47935	20	80	52252	0
3515206604	3232266990	6	1423	50	47934	20	80	52252	0
3515206604	3232266990	6	1423	50	47933	20	80	52252	0
3232266990	3515206604	6	60	128	63004	20	52252	80	0
3515206604	3232266990	6	1423	50	47932	20	80	52252	0
3515206604	3232266990	6	1423	50	47931	20	80	52252	0
3232266990	3515206604	6	60	128	63003	20	52252	80	0
3515206604	3232266990	6	1423	50	47930	20	80	52252	0
3515206604	3232266990	6	1423	50	47929	20	80	52252	0
3232266990	3515206604	6	60	128	63002	20	52252	80	0
3515206604	3232266990	6	1423	50	47928	20	80	52252	0
3515206604	3232266990	6	1423	50	47927	20	80	52252	0
3515206604	3232266990	6	1423	50	47926	20	80	52252	0
3515206604	3232266990	6	1423	50	47925	20	80	52252	0
3515206604	3232266990	6	1423	50	47924	20	80	52252	0
3515206604	3232266990	6	1423	50	47923	20	80	52252	0
3515206604	3232266990	6	1423	50	47922	20	80	52252	0
3232266990	3515206604	6	60	128	63001	20	52252	80	0
3515206604	3232266990	6	1423	50	47921	20	80	52252	0
3515206604	3232266990	6	1423	50	47920	20	80	52252	0
3515206604	3232266990	6	1423	50	47919	20	80	52252	0
3232266990	3515206604	6	60	128	63000	20	52252	80	0
3515206604	3232266990	6	1423	50	47918	20	80	52252	0
3515206604	3232266990	6	1423	50	47917	20	80	52252	0
3232266990	3515206604	6	60	128	62999	20	52252	80	0
3515206604	3232266990	6	1423	50	47916	20	80	52252	0
3515206604	3232266990	6	1423	50	47915	20	80	52252	0
3515206604	3232266990	6	1423	50	47914	20	80	52252	0
3515206604	3232266990	6	1423	50	47913	20	80	52252	0
3232266990	3515206604	6	60	128	62998	20	52252	80	0
3515206604	3232266990	6	1423	50	47912	20	80	52252	0
3515206604	3232266990	6	1423	50	47911	20	80	52252	0
3515206604	3232266990	6	1423	50	47910	20	80	52252	0
3515206604	3232266990	6	1423	50	47909	20	80	52252	0
